335.5854,-2.99E-48
335.6017,-2.93E-48
335.618,-2.85E-48
335.6343,-2.77E-48
335.6506,-2.68E-48
335.6669,-2.58E-48
335.6832,-2.48E-48
335.6995,-2.37E-48
335.7158,-2.26E-48
335.7321,-2.15E-48
335.7484,-2.03E-48
335.7647,-1.92E-48
335.781,-1.80E-48
335.7973,-1.69E-48
335.8137,-1.58E-48
335.83,-1.46E-48
335.8463,-1.35E-48
335.8626,-1.25E-48
335.8789,-1.14E-48
335.8953,-1.05E-48
335.9116,-9.53E-49
335.9279,-8.65E-49
335.9442,-7.84E-49
335.9606,-7.08E-49
335.9769,-6.40E-49
335.9932,-5.79E-49
336.0096,-5.22E-49
336.0259,-4.73E-49
336.0422,-4.33E-49
336.0586,-3.99E-49
336.0749,-3.74E-49
336.0913,-3.56E-49
336.1076,-3.45E-49
336.1239,-3.41E-49
336.1403,-3.45E-49
336.1566,-3.53E-49
336.173,-3.69E-49
336.1893,-3.90E-49
336.2057,-4.19E-49
336.222,-4.53E-49
336.2384,-4.92E-49
336.2547,-5.36E-49
336.2711,-5.83E-49
336.2875,-6.34E-49
336.3038,-6.87E-49
336.3202,-7.43E-49
336.3366,-8.03E-49
336.3529,-8.64E-49
336.3693,-9.26E-49
336.3857,-9.88E-49
336.402,-1.05E-48
336.4184,-1.11E-48
336.4348,-1.18E-48
336.4512,-1.24E-48
336.4675,-1.30E-48
336.4839,-1.35E-48
336.5003,-1.41E-48
336.5167,-1.45E-48
336.5331,-1.50E-48
336.5495,-1.54E-48
336.5658,-1.58E-48
336.5822,-1.61E-48
336.5986,-1.64E-48
336.615,-1.66E-48
336.6314,-1.68E-48
336.6478,-1.69E-48
336.6642,-1.70E-48
336.6806,-1.70E-48
336.697,-1.69E-48
336.7134,-1.68E-48
336.7298,-1.66E-48
336.7462,-1.64E-48
336.7626,-1.61E-48
336.779,-1.58E-48
336.7954,-1.53E-48
336.8118,-1.49E-48
336.8283,-1.44E-48
336.8447,-1.39E-48
336.8611,-1.33E-48
336.8775,-1.27E-48
336.8939,-1.20E-48
336.9103,-1.14E-48
336.9268,-1.06E-48
336.9432,-9.90E-49
336.9596,-9.13E-49
336.976,-8.34E-49
336.9925,-7.54E-49
337.0089,-6.74E-49
337.0253,-5.94E-49
337.0418,-5.14E-49
337.0582,-4.33E-49
337.0746,-3.53E-49
337.0911,-2.76E-49
337.1075,-2.00E-49
337.124,-1.25E-49
337.1404,-4.96E-50
337.1568,2.19E-50
337.1733,9.03E-50
337.1898,1.56E-49
337.2062,2.20E-49
337.2226,2.80E-49
337.2391,3.37E-49
337.2556,3.91E-49
337.272,4.42E-49
337.2885,4.88E-49
337.3049,5.32E-49
337.3214,5.73E-49
337.3378,6.13E-49
337.3543,6.48E-49
337.3708,6.81E-49
337.3873,7.09E-49
337.4037,7.35E-49
337.4202,7.59E-49
337.4367,7.83E-49
337.4531,8.03E-49
337.4696,8.21E-49
337.4861,8.36E-49
337.5026,8.51E-49
337.5191,8.65E-49
337.5355,8.78E-49
337.552,8.90E-49
337.5685,9.02E-49
337.585,9.12E-49
337.6015,9.24E-49
337.618,9.34E-49
337.6345,9.45E-49
337.651,9.56E-49
337.6674,9.67E-49
337.6839,9.79E-49
337.7004,9.92E-49
337.7169,1.01E-48
337.7334,1.02E-48
337.7499,1.04E-48
337.7665,1.06E-48
337.783,1.07E-48
337.7995,1.09E-48
337.816,1.24E-48
337.8325,1.26E-48
337.849,1.28E-48
337.8655,1.30E-48
337.882,1.33E-48
337.8985,1.35E-48
337.9151,1.37E-48
337.9316,1.40E-48
337.9481,1.42E-48
337.9646,1.44E-48
337.9812,1.47E-48
337.9977,1.49E-48
338.0142,1.51E-48
338.0307,1.53E-48
338.0473,1.55E-48
338.0638,1.57E-48
338.0803,1.58E-48
338.0969,1.60E-48
338.1134,1.61E-48
338.13,1.62E-48
338.1465,1.63E-48
338.163,1.63E-48
338.1796,1.63E-48
338.1961,1.63E-48
338.2127,1.62E-48
338.2292,1.97E-48
338.2458,1.96E-48
338.2623,1.95E-48
338.2789,1.93E-48
338.2955,1.90E-48
338.312,1.87E-48
338.3286,1.84E-48
338.3451,1.80E-48
338.3617,1.76E-48
338.3783,1.71E-48
338.3948,1.66E-48
338.4114,1.60E-48
338.428,1.54E-48
338.4445,1.48E-48
338.4611,1.42E-48
338.4777,1.35E-48
338.4943,1.28E-48
338.5108,1.20E-48
338.5274,1.13E-48
338.544,1.06E-48
338.5606,9.79E-49
338.5772,9.02E-49
338.5937,8.25E-49
338.6103,7.48E-49
338.6269,6.71E-49
338.6435,5.96E-49
338.6601,5.23E-49
338.6767,4.52E-49
338.6933,3.84E-49
338.7099,3.19E-49
338.7265,2.56E-49
338.7431,1.98E-49
338.7597,1.43E-49
338.7763,9.25E-50
338.7929,4.62E-50
338.8095,6.24E-51
338.8261,-2.67E-50
338.8427,-5.29E-50
338.8593,-7.35E-50
338.8759,-8.81E-50
338.8926,-9.73E-50
338.9092,-9.86E-50
338.9258,-9.37E-50
338.9424,-8.14E-50
338.959,-6.30E-50
338.9757,-3.47E-50
338.9923,-9.85E-52
339.0089,3.94E-50
339.0255,8.53E-50
339.0422,1.40E-49
339.0588,2.00E-49
339.0754,2.67E-49
339.0921,3.39E-49
339.1087,4.18E-49
339.1253,5.01E-49
339.142,5.89E-49
339.1586,6.82E-49
339.1753,7.81E-49
339.1919,8.83E-49
339.2085,9.90E-49
339.2252,1.10E-48
339.2419,1.21E-48
339.2585,1.33E-48
339.2751,1.44E-48
339.2918,1.56E-48
339.3085,1.68E-48
339.3251,1.80E-48
339.3418,1.91E-48
339.3584,2.03E-48
339.3751,2.15E-48
339.3918,2.27E-48
339.4084,2.39E-48
339.4251,2.50E-48
339.4418,2.61E-48
339.4584,2.73E-48
339.4751,2.83E-48
339.4918,2.94E-48
339.5084,3.04E-48
339.5251,3.14E-48
339.5418,3.24E-48
339.5585,3.34E-48
339.5752,3.43E-48
339.5919,3.52E-48
339.6085,3.60E-48
339.6252,3.69E-48
339.6419,3.77E-48
339.6586,3.85E-48
339.6753,3.93E-48
339.692,4.00E-48
339.7087,4.08E-48
339.7254,4.16E-48
339.7421,4.23E-48
339.7588,4.31E-48
339.7755,4.38E-48
339.7922,4.46E-48
339.8089,4.54E-48
339.8256,4.62E-48
339.8423,4.70E-48
339.859,4.79E-48
339.8757,4.89E-48
339.8924,4.99E-48
339.9091,5.09E-48
339.9259,5.20E-48
339.9426,5.33E-48
339.9593,5.45E-48
339.976,5.59E-48
339.9927,5.74E-48
340.0095,5.90E-48
340.0262,6.07E-48
340.0429,6.26E-48
340.0597,6.45E-48
340.0764,6.67E-48
340.0931,6.89E-48
340.1099,7.13E-48
340.1266,7.39E-48
340.1433,7.66E-48
340.1601,7.95E-48
340.1768,8.25E-48
340.1936,8.57E-48
340.2103,8.91E-48
340.227,9.27E-48
340.2438,9.64E-48
340.2605,1.00E-47
340.2773,1.04E-47
340.294,1.09E-47
340.3108,1.13E-47
340.3276,1.18E-47
340.3443,1.22E-47
340.3611,1.27E-47
340.3778,1.32E-47
340.3946,1.38E-47
340.4114,1.43E-47
340.4281,1.49E-47
340.4449,1.54E-47
340.4617,1.60E-47
340.4784,1.66E-47
340.4952,1.73E-47
340.512,1.79E-47
340.5288,1.85E-47
340.5455,1.92E-47
340.5623,1.99E-47
340.5791,2.05E-47
340.5959,2.12E-47
340.6127,2.19E-47
340.6294,2.26E-47
340.6462,2.33E-47
340.663,2.40E-47
340.6798,2.47E-47
340.6966,2.54E-47
340.7134,2.61E-47
340.7302,2.69E-47
340.747,2.76E-47
340.7638,2.83E-47
340.7806,2.90E-47
340.7974,2.97E-47
340.8142,3.04E-47
340.831,3.11E-47
340.8478,3.18E-47
340.8646,3.25E-47
340.8814,3.32E-47
340.8982,3.38E-47
340.915,3.45E-47
340.9319,3.51E-47
340.9487,3.58E-47
340.9655,3.64E-47
340.9823,3.70E-47
340.9991,3.77E-47
341.016,3.83E-47
341.0328,3.88E-47
341.0496,3.94E-47
341.0664,4.00E-47
341.0833,4.05E-47
341.1001,4.11E-47
341.1169,4.16E-47
341.1338,4.21E-47
341.1506,4.26E-47
341.1675,4.30E-47
341.1843,4.35E-47
341.2011,4.40E-47
341.218,4.44E-47
341.2348,4.48E-47
341.2517,4.52E-47
341.2685,4.56E-47
341.2854,4.60E-47
341.3022,4.64E-47
341.3191,4.68E-47
341.3359,4.71E-47
341.3528,4.75E-47
341.3697,4.78E-47
341.3865,4.82E-47
341.4034,4.85E-47
341.4202,4.88E-47
341.4371,4.92E-47
341.454,4.95E-47
341.4708,4.98E-47
341.4877,5.01E-47
341.5046,5.05E-47
341.5214,5.08E-47
341.5383,5.11E-47
341.5552,5.14E-47
341.5721,5.17E-47
341.589,5.21E-47
341.6058,5.24E-47
341.6227,5.27E-47
341.6396,5.31E-47
341.6565,5.34E-47
341.6734,5.38E-47
341.6903,5.42E-47
341.7072,5.46E-47
341.7241,5.49E-47
341.741,5.53E-47
341.7579,5.58E-47
341.7748,5.62E-47
341.7917,5.66E-47
341.8086,5.70E-47
341.8255,5.75E-47
341.8424,5.80E-47
341.8593,5.84E-47
341.8762,5.89E-47
341.8931,5.94E-47
341.91,5.99E-47
341.9269,6.04E-47
341.9438,6.10E-47
341.9608,6.15E-47
341.9777,6.21E-47
341.9946,6.26E-47
342.0115,6.32E-47
342.0284,6.38E-47
342.0454,6.44E-47
342.0623,6.49E-47
342.0792,6.55E-47
342.0961,6.61E-47
342.1131,6.68E-47
342.13,6.74E-47
342.1469,6.80E-47
342.1639,6.86E-47
342.1808,6.92E-47
342.1978,6.98E-47
342.2147,7.04E-47
342.2317,7.11E-47
342.2486,7.17E-47
342.2655,7.23E-47
342.2825,7.29E-47
342.2994,7.35E-47
342.3164,7.41E-47
342.3333,7.47E-47
342.3503,7.52E-47
342.3673,7.58E-47
342.3842,7.64E-47
342.4012,7.69E-47
342.4181,7.75E-47
342.4351,7.80E-47
342.4521,7.85E-47
342.469,7.90E-47
342.486,7.95E-47
342.503,7.99E-47
342.5199,8.04E-47
342.5369,8.08E-47
342.5539,8.13E-47
342.5709,8.17E-47
342.5879,8.21E-47
342.6048,8.25E-47
342.6218,8.28E-47
342.6388,8.32E-47
342.6558,8.35E-47
342.6728,8.38E-47
342.6898,8.41E-47
342.7068,8.44E-47
342.7237,8.47E-47
342.7407,8.50E-47
342.7577,8.52E-47
342.7747,8.54E-47
342.7917,8.56E-47
342.8087,8.58E-47
342.8257,8.60E-47
342.8428,8.62E-47
342.8597,8.64E-47
342.8768,8.66E-47
342.8938,8.68E-47
342.9108,8.70E-47
342.9278,8.72E-47
342.9448,8.74E-47
342.9618,8.76E-47
342.9788,8.78E-47
342.9959,8.80E-47
343.0129,8.82E-47
343.0299,8.84E-47
343.0469,8.86E-47
343.064,8.88E-47
343.081,8.90E-47
343.098,8.92E-47
343.1151,8.94E-47
343.1321,8.96E-47
343.1491,8.98E-47
343.1662,9.00E-47
343.1832,9.02E-47
343.2002,9.04E-47
343.2173,9.06E-47
343.2343,9.08E-47
343.2514,9.10E-47
343.2684,9.12E-47
343.2855,9.15E-47
343.3025,9.17E-47
343.3196,9.19E-47
343.3366,9.22E-47
343.3537,9.24E-47
343.3707,9.27E-47
343.3878,9.29E-47
343.4048,9.32E-47
343.4219,9.34E-47
343.439,9.37E-47
343.456,9.40E-47
343.4731,9.42E-47
343.4902,9.45E-47
343.5072,9.48E-47
343.5243,9.50E-47
343.5414,9.53E-47
343.5585,9.55E-47
343.5755,9.58E-47
343.5926,9.60E-47
343.6097,9.63E-47
343.6268,9.65E-47
343.6439,9.67E-47
343.661,9.69E-47
343.678,9.71E-47
343.6951,9.73E-47
343.7122,9.75E-47
343.7293,9.76E-47
343.7464,9.78E-47
343.7635,9.79E-47
343.7806,9.80E-47
343.7977,9.81E-47
343.8148,9.82E-47
343.8319,9.82E-47
343.849,9.83E-47
343.8661,9.83E-47
343.8832,9.83E-47
343.9003,9.82E-47
343.9174,9.82E-47
343.9346,9.81E-47
343.9517,9.80E-47
343.9688,9.78E-47
343.9859,9.77E-47
344.003,9.75E-47
344.0201,9.73E-47
344.0373,9.70E-47
344.0544,9.68E-47
344.0715,9.65E-47
344.0886,9.61E-47
344.1058,9.58E-47
344.1229,9.54E-47
344.14,9.50E-47
344.1572,9.45E-47
344.1743,9.41E-47
344.1914,9.36E-47
344.2086,9.31E-47
344.2257,9.25E-47
344.2429,9.20E-47
344.26,9.14E-47
344.2772,9.07E-47
344.2943,9.01E-47
344.3115,8.94E-47
344.3286,8.87E-47
344.3458,8.80E-47
344.3629,8.73E-47
344.3801,8.66E-47
344.3972,8.58E-47
344.4144,8.50E-47
344.4316,8.42E-47
344.4487,8.34E-47
344.4659,8.26E-47
344.4831,8.17E-47
344.5002,8.09E-47
344.5174,8.00E-47
344.5346,7.91E-47
344.5517,7.82E-47
344.5689,7.73E-47
344.5861,7.64E-47
344.6033,7.55E-47
344.6205,7.46E-47
344.6376,7.36E-47
344.6548,7.27E-47
344.672,7.17E-47
344.6892,7.08E-47
344.7064,6.98E-47
344.7236,6.89E-47
344.7408,6.79E-47
344.758,6.70E-47
344.7752,6.60E-47
344.7924,6.50E-47
344.8096,6.41E-47
344.8268,6.31E-47
344.844,6.22E-47
344.8612,6.12E-47
344.8784,6.03E-47
344.8956,5.93E-47
344.9128,5.84E-47
344.93,5.74E-47
344.9472,5.65E-47
